id,url,source,title,content,created_at,domain,metadata,cleaned_title,cleaned_content,created_at_dt,combined_text,existing_tags,assigned_labels
999819615,https://x.com/1littlecoder/status/1720486540134990015?s=12,raindrop,,1LittleCoder💻 on Twitter / X,2023-11-04 10:57:44.050000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": """", ""highlights"": [], ""favorite"": false}",,1LittleCoder💻 on Twitter / X,2023-11-04 10:57:44.050000+00:00,1LittleCoder💻 on Twitter / X,[],[]
999818843,https://twitter.com/AbHomineDeus/status/1747973888762425496,raindrop,,@svpino Sounds like we've basically offloaded the,2024-01-18 13:27:05+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2FAbHomineDeus%2Fstatus%2F1747973888762425496"", ""highlights"": [], ""favorite"": false}",,@svpino Sounds like we've basically offloaded the,2024-01-18 13:27:05+00:00,@svpino Sounds like we've basically offloaded the,[],[]
999821379,https://twitter.com/transitive_bs/status/1647070316173090817,raindrop,,Love seeing these types of UX experiments in AI 💯,2023-04-15 02:52:19+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2Ftransitive_bs%2Fstatus%2F1647070316173090817"", ""highlights"": [], ""favorite"": false}",,Love seeing these types of UX experiments in AI 💯,2023-04-15 02:52:19+00:00,Love seeing these types of UX experiments in AI 💯,[],['AI_Machine_Learning']
999817691,https://twitter.com/lateinteraction/status/1766167613846294610,raindrop,,Announcing the MIPRO optimizer for multi-prompt la,2024-03-08 18:22:27+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2Flateinteraction%2Fstatus%2F1766167613846294610"", ""highlights"": [], ""favorite"": false}",,Announcing the MIPRO optimizer for multi-prompt la,2024-03-08 18:22:27+00:00,Announcing the MIPRO optimizer for multi-prompt la,[],[]
999821371,https://twitter.com/Saboo_Shubham_/status/1647482378850541571,raindrop,,Experience AutoGPT: the future of AI-driven applic,2023-04-16 06:09:42+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2FSaboo_Shubham_%2Fstatus%2F1647482378850541571"", ""highlights"": [], ""favorite"": false}",,Experience AutoGPT: the future of AI-driven applic,2023-04-16 06:09:42+00:00,Experience AutoGPT: the future of AI-driven applic,[],['AI_Machine_Learning']
999816575,https://www.youtube.com/watch?v=pJXNSGLEiNw,raindrop,,ANDHRA CHILLI CHICKEN CURRY | ANDHRA CHILLI CHICKEN RESTAURANT STYLE,2024-05-01 15:42:21.100000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [""currey""], ""cover"": ""https://i.ytimg.com/vi/pJXNSGLEiNw/maxresdefault.jpg"", ""highlights"": [], ""favorite"": false}",,ANDHRA CHILLI CHICKEN CURRY | ANDHRA CHILLI CHICKEN RESTAURANT STYLE,2024-05-01 15:42:21.100000+00:00,ANDHRA CHILLI CHICKEN CURRY | ANDHRA CHILLI CHICKEN RESTAURANT STYLE,[],[]
999819945,https://twitter.com/i/communities/1709527159956537810,raindrop,,1709527159956537810,2023-10-11 13:16:13.130000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2Fi%2Fcommunities%2F1709527159956537810"", ""highlights"": [], ""favorite"": false}",,1709527159956537810,2023-10-11 13:16:13.130000+00:00,1709527159956537810,[],[]
999820022,https://github.com/jerryjliu/llama_index/pull/7204,raindrop,,"feat: KG RAG query engine, enable Graph RAG on existing KGs by wey-gu · Pull Request #7204 · jerryjliu/llama_index",2023-10-07 11:15:16.353000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [""October 7 2023""], ""cover"": ""https://opengraph.githubassets.com/8f7d80c4d7319f2ba5d518c98ec27c643fed0326b7a832d7b3da76b951f51e03/run-llama/llama_index/pull/7204"", ""highlights"": [], ""favorite"": false}",,"feat: KG RAG query engine, enable Graph RAG on existing KGs by wey-gu · Pull Request #7204 · jerryjliu/llama_index",2023-10-07 11:15:16.353000+00:00,"feat: KG RAG query engine, enable Graph RAG on existing KGs by wey-gu · Pull Request #7204 · jerryjliu/llama_index",[],[]
999821883,https://twitter.com/_Anthony_Jacob_/status/1391372329649852416,raindrop,,x˙ = ax − bxy | y˙ = cxy − dy on Twitter / X,2021-05-09 12:39:48+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2F_Anthony_Jacob_%2Fstatus%2F1391372329649852416"", ""highlights"": [], ""favorite"": false}",,x˙ = ax − bxy | y˙ = cxy − dy on Twitter / X,2021-05-09 12:39:48+00:00,x˙ = ax − bxy | y˙ = cxy − dy on Twitter / X,[],[]
999820631,https://www.julienthibeaut.xyz/blog/create-bento-grid-layouts,raindrop,,Creating Bento Grid Layouts,2023-09-13 09:57:54.306000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://julienthibeaut.xyz/api/og/?title=Creating%20Bento%20Grid%20Layouts"", ""highlights"": [], ""favorite"": false}",,Creating Bento Grid Layouts,2023-09-13 09:57:54.306000+00:00,Creating Bento Grid Layouts,[],[]
999816473,https://chatgpt.com/g/g-vQ0i3q0VN-payloadcms-buddy,raindrop,,ChatGPT - PayloadCMS buddy,2024-05-07 16:51:53.414000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [""May 7 2024"", ""site-architecture-tabs""], ""cover"": ""https://files.oaiusercontent.com/file-TcJSZ3JnVL5MpY5Lv3lAYGZn?se=2124-03-17T10%3A08%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DCleanShot%25202024-04-10%2520at%252013.01.44%25402x.png&sig=VstptiYD7wZa4ZFNLrsIFvfxisbjUEBuxPEgKq/hwx0%3D"", ""highlights"": [], ""favorite"": false}",,ChatGPT - PayloadCMS buddy,2024-05-07 16:51:53.414000+00:00,ChatGPT - PayloadCMS buddy,[],[]
999818128,https://gist.github.com/andrewyu0/e1c70398458505dbb0a145090d44c491,raindrop,,obsidian-copilot,2024-02-14 17:44:02.759000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://github.githubassets.com/assets/gist-og-image-54fd7dc0713e.png"", ""highlights"": [], ""favorite"": false}",,obsidian-copilot,2024-02-14 17:44:02.759000+00:00,obsidian-copilot,[],[]
999820177,https://x.com/rauchg/status/1709318615911317621?s=12,raindrop,,Logo,2023-10-04 22:15:39.228000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://pbs.twimg.com/media/F7i3hUzbgAAT415.jpg:large"", ""highlights"": [], ""favorite"": false}",,Logo,2023-10-04 22:15:39.228000+00:00,Logo,[],[]
999820578,https://youtube.com/watch?v=ov8rtDow-_Q&si=zQ6ivwU6l9yonIdJ,raindrop,,Sophisticated Camper Van Conversion - 3 Years Start to Finish,2023-09-14 23:34:33.617000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://i.ytimg.com/vi/ov8rtDow-_Q/maxresdefault.jpg"", ""highlights"": [], ""favorite"": false}",,Sophisticated Camper Van Conversion - 3 Years Start to Finish,2023-09-14 23:34:33.617000+00:00,Sophisticated Camper Van Conversion - 3 Years Start to Finish,[],[]
999820697,https://twitter.com/SeanGrindal/status/1700312582458847355,raindrop,,I think I can finally start calling myself a desig,2023-09-09 00:58:04+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2FSeanGrindal%2Fstatus%2F1700312582458847355"", ""highlights"": [], ""favorite"": false}",,I think I can finally start calling myself a desig,2023-09-09 00:58:04+00:00,I think I can finally start calling myself a desig,[],[]
999815594,https://x.com/PranjalAggarw16/status/1866536098769539455,raindrop,,x.com/PranjalAggarw16/status/1866536098769539455,2024-12-11 18:49:39.834000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [""December 11 2024""], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Fx.com%2FPranjalAggarw16%2Fstatus%2F1866536098769539455"", ""highlights"": [], ""favorite"": false}",,x.com/PranjalAggarw16/status/1866536098769539455,2024-12-11 18:49:39.834000+00:00,x.com/PranjalAggarw16/status/1866536098769539455,[],[]
999819205,https://www.hero.st/,raindrop,,Hero,2024-01-13 12:58:09.252000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://framerusercontent.com/images/7ErkwuIVTE1CSyz75sEdgBxfYw.jpg"", ""highlights"": [], ""favorite"": false}",,Hero,2024-01-13 12:58:09.252000+00:00,Hero,[],[]
999822701,https://twitter.com/ProductHunt/status/1235113058093207553,raindrop,,Product Hunt 😸 on Twitter / X,2020-03-04 08:01:14+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2FProductHunt%2Fstatus%2F1235113058093207553"", ""highlights"": [], ""favorite"": false}",,Product Hunt 😸 on Twitter / X,2020-03-04 08:01:14+00:00,Product Hunt 😸 on Twitter / X,[],[]
999820863,https://twitter.com/_Anthony_Jacob_/status/1684295593198342153,raindrop,,"RT @jaredpalmer: Anyway, here is the experimental",2023-07-26 20:12:16+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2F_Anthony_Jacob_%2Fstatus%2F1684295593198342153"", ""highlights"": [], ""favorite"": false}",,"RT @jaredpalmer: Anyway, here is the experimental",2023-07-26 20:12:16+00:00,"RT @jaredpalmer: Anyway, here is the experimental",[],[]
999822845,https://twitter.com/ProductHunt/status/1216450024286101505,raindrop,,"Like Product Hunt, but to find browser extensions",2020-01-12 20:01:00+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2FProductHunt%2Fstatus%2F1216450024286101505"", ""highlights"": [], ""favorite"": false}",,"Like Product Hunt, but to find browser extensions",2020-01-12 20:01:00+00:00,"Like Product Hunt, but to find browser extensions",[],[]
999817298,https://twitter.com/yoheinakajima/status/1770959585781973435,raindrop,,Yohei on Twitter / X,2024-03-22 10:42:30.656000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [""code visualisation""], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2Fyoheinakajima%2Fstatus%2F1770959585781973435"", ""highlights"": [], ""favorite"": false}",,Yohei on Twitter / X,2024-03-22 10:42:30.656000+00:00,Yohei on Twitter / X,[],[]
999820441,https://twitter.com/GrantSlatton/status/1703913578036904431,raindrop,,"The new GPT model, gpt-3.5-turbo-instruct, can pla",2023-09-18 23:27:08+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2FGrantSlatton%2Fstatus%2F1703913578036904431"", ""highlights"": [], ""favorite"": false}",,"The new GPT model, gpt-3.5-turbo-instruct, can pla",2023-09-18 23:27:08+00:00,"The new GPT model, gpt-3.5-turbo-instruct, can pla",[],[]
999820543,https://github.com/jxzhangjhu/Awesome-LLM-Uncertainty-Reliability-Robustness#introductory-posts,raindrop,,"jxzhangjhu/Awesome-LLM-Uncertainty-Reliability-Robustness: Awesome-LLM-Robustness: a curated list of Uncertainty, Reliability and Robustness in Large Language Models",2023-09-16 10:09:13+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://opengraph.githubassets.com/c7a04e7770d0176319c29ddc4f25bb9928480ae4b42000817873e388bade7416/jxzhangjhu/Awesome-LLM-Uncertainty-Reliability-Robustness"", ""highlights"": [], ""favorite"": false}",,"jxzhangjhu/Awesome-LLM-Uncertainty-Reliability-Robustness: Awesome-LLM-Robustness: a curated list of Uncertainty, Reliability and Robustness in Large Language Models",2023-09-16 10:09:13+00:00,"jxzhangjhu/Awesome-LLM-Uncertainty-Reliability-Robustness: Awesome-LLM-Robustness: a curated list of Uncertainty, Reliability and Robustness in Large Language Models",[],['AI_Machine_Learning']
999819290,https://twitter.com/hrishioa/status/1742529033936814518,raindrop,,Can Claude and GPT work together? Demo of me hoo,2024-01-03 12:51:10+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2Fhrishioa%2Fstatus%2F1742529033936814518"", ""highlights"": [], ""favorite"": false}",,Can Claude and GPT work together? Demo of me hoo,2024-01-03 12:51:10+00:00,Can Claude and GPT work together? Demo of me hoo,[],[]
999822853,https://twitter.com/obviouslyai/status/1215746884993609728,raindrop,,"As we close this week, let's recap this week's pos",2020-01-10 21:26:59+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2Fobviouslyai%2Fstatus%2F1215746884993609728"", ""highlights"": [], ""favorite"": false}",,"As we close this week, let's recap this week's pos",2020-01-10 21:26:59+00:00,"As we close this week, let's recap this week's pos",[],[]
999821579,https://arxiv.org/abs/2010.15980,raindrop,,AutoPrompt: Eliciting Knowledge from Language Models with...,2023-03-20 16:30:30.854000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [""prompt engineering""], ""cover"": ""https://static.arxiv.org/static/browse/0.3.4/images/arxiv-logo-fb.png"", ""highlights"": [], ""favorite"": false}",,AutoPrompt: Eliciting Knowledge from Language Models with...,2023-03-20 16:30:30.854000+00:00,AutoPrompt: Eliciting Knowledge from Language Models with...,[],['Personal_Knowledge_Management_Productivity']
999820721,https://twitter.com/dannypostmaa/status/1696769680101478401,raindrop,,"Today, my goal is to prepare my codebase for my ne",2023-08-30 06:19:50+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2Fdannypostmaa%2Fstatus%2F1696769680101478401"", ""highlights"": [], ""favorite"": false}",,"Today, my goal is to prepare my codebase for my ne",2023-08-30 06:19:50+00:00,"Today, my goal is to prepare my codebase for my ne",[],[]
999815543,https://arxiv.org/abs/2409.05556,raindrop,,[2409.05556] SciAgents: Automating scientific discovery through multi-agent intelligent graph reasoning,2024-12-12 17:44:49.114000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [""December 12 2024""], ""cover"": ""https://arxiv.org/static/browse/0.3.4/images/arxiv-logo-fb.png"", ""highlights"": [], ""favorite"": false}",,[2409.05556] SciAgents: Automating scientific discovery through multi-agent intelligent graph reasoning,2024-12-12 17:44:49.114000+00:00,[2409.05556] SciAgents: Automating scientific discovery through multi-agent intelligent graph reasoning,[],[]
999815398,https://www.perplexity.ai/search/Create-detailed-pseudo-iJlJvSf3TXmEv2ICSs2J9Q?login-source=oneTapThread,raindrop,,Create detailed pseudo code outline based on attached research paper. Be...,2025-02-04 09:43:34.906000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://www.perplexity.ai/api/og/thread/create-detailed-pseudo-code-ou-iJlJvSf3TXmEv2ICSs2J9Q"", ""highlights"": [], ""favorite"": false}",,Create detailed pseudo code outline based on attached research paper. Be...,2025-02-04 09:43:34.906000+00:00,Create detailed pseudo code outline based on attached research paper. Be...,[],['AI_Machine_Learning']
999815685,https://flume.dev/,raindrop,,Flume,2024-11-10 19:56:23.697000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://flume.dev/img/fb-img.png"", ""highlights"": [], ""favorite"": false}",,Flume,2024-11-10 19:56:23.697000+00:00,Flume,[],[]
999821437,https://twitter.com/augxlabs/status/1642614963557609474,raindrop,,"Create, prompt, and let Augie generate a video for",2023-04-02 19:48:20+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2Faugxlabs%2Fstatus%2F1642614963557609474"", ""highlights"": [], ""favorite"": false}",,"Create, prompt, and let Augie generate a video for",2023-04-02 19:48:20+00:00,"Create, prompt, and let Augie generate a video for",[],[]
999818107,https://twitter.com/_akhaliq/status/1758334064015126867,raindrop,,Google presents A Human-Inspired Reading Agent wit,2024-02-16 03:34:43+00:00,,"{""folder"": ""Unsorted"", ""tags"": [""retrieval""], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2F_akhaliq%2Fstatus%2F1758334064015126867"", ""highlights"": [], ""favorite"": false}",,Google presents A Human-Inspired Reading Agent wit,2024-02-16 03:34:43+00:00,Google presents A Human-Inspired Reading Agent wit,[],[]
999816558,https://www.figma.com/file/EaXNw7NSrXKrunozxnAley/Relume-(Community)?type=design&node-id=0-1&mode=design&t=tfXPUFcSkdz3s6Gs-0,raindrop,,Relume (Community) – Figma,2024-05-04 17:10:41.054000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [""May 4 2024"", ""webflow""], ""cover"": ""https://www.figma.com/file/EaXNw7NSrXKrunozxnAley/thumbnail?ver=thumbnails/be1e303b-5896-42b6-a526-0ce4ae23dc58"", ""highlights"": [], ""favorite"": false}",,Relume (Community) – Figma,2024-05-04 17:10:41.054000+00:00,Relume (Community) – Figma,[],[]
999815718,https://lovable.dev/,raindrop,,Lovable - The last piece of software,2024-11-10 09:05:52.942000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [""November 10 2024"", ""5-bookmarks""], ""cover"": ""https://lovable.dev/lovable-open-graph.png"", ""highlights"": [], ""favorite"": false}",,Lovable - The last piece of software,2024-11-10 09:05:52.942000+00:00,Lovable - The last piece of software,[],['Software_Development']
999819811,http://localhost:8888/lab/workspaces/auto-z/tree/examples/experimental/Evaporate.ipynb,raindrop,,Evaporate.ipynb (auto-z) - JupyterLab,2023-10-13 16:17:03.436000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [""October 13 2023""], ""cover"": """", ""highlights"": [], ""favorite"": false}",,Evaporate.ipynb (auto-z) - JupyterLab,2023-10-13 16:17:03.436000+00:00,Evaporate.ipynb (auto-z) - JupyterLab,[],[]
999821767,https://twitter.com/GoodMarketingHQ/status/1488871933877833739,raindrop,,It took Watford F.C. ten years to get 170k YouTube,2022-02-02 13:48:25+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2FGoodMarketingHQ%2Fstatus%2F1488871933877833739"", ""highlights"": [], ""favorite"": false}",,It took Watford F.C. ten years to get 170k YouTube,2022-02-02 13:48:25+00:00,It took Watford F.C. ten years to get 170k YouTube,[],[]
999820637,https://github.com/AntonOsika/gpt-engineer/tree/main/gpt_engineer,raindrop,,gpt-engineer/gpt_engineer at main · AntonOsika/gpt-engineer,2023-09-13 09:42:47+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Fgithub.com%2FAntonOsika%2Fgpt-engineer%2Ftree%2Fmain%2Fgpt_engineer"", ""highlights"": [], ""favorite"": false}",,gpt-engineer/gpt_engineer at main · AntonOsika/gpt-engineer,2023-09-13 09:42:47+00:00,gpt-engineer/gpt_engineer at main · AntonOsika/gpt-engineer,[],['AI_Machine_Learning']
999819962,https://mindpal.space/,raindrop,,MindPal - Your AI Second Brain,2023-10-10 19:51:00.704000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://mindpal.space/opengraph.png"", ""highlights"": [], ""favorite"": false}",,MindPal - Your AI Second Brain,2023-10-10 19:51:00.704000+00:00,MindPal - Your AI Second Brain,[],['AI_Machine_Learning']
999821020,https://twitter.com/brainupgrades/status/1675420084465008640,raindrop,,5 Ultimate Kegels Workouts to Improve Your Overall,2023-07-02 08:24:10+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2Fbrainupgrades%2Fstatus%2F1675420084465008640"", ""highlights"": [], ""favorite"": false}",,5 Ultimate Kegels Workouts to Improve Your Overall,2023-07-02 08:24:10+00:00,5 Ultimate Kegels Workouts to Improve Your Overall,[],[]
999817580,https://arxiv.org/abs/2402.17453,raindrop,,DS-Agent: Automated Data Science by Empowering Large Language...,2024-03-12 15:13:43.092000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://arxiv.org/static/browse/0.3.4/images/arxiv-logo-fb.png"", ""highlights"": [], ""favorite"": false}",,DS-Agent: Automated Data Science by Empowering Large Language...,2024-03-12 15:13:43.092000+00:00,DS-Agent: Automated Data Science by Empowering Large Language...,[],['Data_Management_Processing']
999815663,https://x.com/ycombinator/status/1858631271171453062?s=12,raindrop,,"YC F24's helps teams build data pipelines in minutes with AI. It’s an all-in-one platform that allows anyone to write queries & automate workflows faster, like Cursor for data engineering.",2024-11-19 07:39:57.871000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Fx.com%2Fycombinator%2Fstatus%2F1858631271171453062%3Fs%3D12"", ""highlights"": [], ""favorite"": false}",,"YC F24's helps teams build data pipelines in minutes with AI. It’s an all-in-one platform that allows anyone to write queries & automate workflows faster, like Cursor for data engineering.",2024-11-19 07:39:57.871000+00:00,"YC F24's helps teams build data pipelines in minutes with AI. It’s an all-in-one platform that allows anyone to write queries & automate workflows faster, like Cursor for data engineering.",[],"['AI_Machine_Learning', 'Data_Management_Processing']"
999820295,https://twitter.com/adamcowley/status/1707679391512170889,raindrop,,Adam Cowley on Twitter,2023-09-29 21:14:04.195000+00:00,,"{""folder"": ""Unsorted"", ""tags"": [], ""cover"": ""https://rdl.ink/render/https%3A%2F%2Ftwitter.com%2Fadamcowley%2Fstatus%2F1707679391512170889"", ""highlights"": [], ""favorite"": false}",,Adam Cowley on Twitter,2023-09-29 21:14:04.195000+00:00,Adam Cowley on Twitter,[],[]
